"CABLE LENGTH","EXPANDED","GENERATED","TIME","PATH-A-L","PATH-B-L","CABLE-L","PATH-A","PATH-B","CABLE"
"200","76","310","23.306233379989862","277.7134253506677","337.8218621494459","181.10770276274835","[R1, O0-1, O0-2, D1, D1]","[R2, O1-0, O3-0, O3-3, D2]","[D1, D2]"
"205","81","343","26.427859842777252","277.7134253506677","337.8218621494459","181.10770276274835","[R1, O0-1, O0-2, D1, D1]","[R2, O1-0, O3-0, O3-3, D2]","[D1, D2]"
