CABLE-LENGTH,EXPANDED,GENERATED,TIME,PATH-A-L,PATH-B-L,CABLE-L,PATH-A,PATH-B,CABLE
520,12,132,1.2231526,277.7134254,275.8061832,473.5669372,"[R1, O0-1, O0-2, D1]","[R2, O4-3, D2, D2]","[D1, O3-0, O1-0, O1-1, O4-3, D2]"
522,12,132,1.2024326,277.7134254,275.8061832,473.5669372,"[R1, O0-1, O0-2, D1]","[R2, O4-3, D2, D2]","[D1, O3-0, O1-0, O1-1, O4-3, D2]"
524,12,132,1.1968144,277.7134254,275.8061832,473.5669372,"[R1, O0-1, O0-2, D1]","[R2, O4-3, D2, D2]","[D1, O3-0, O1-0, O1-1, O4-3, D2]"
526,12,132,1.1763828,277.7134254,275.8061832,473.5669372,"[R1, O0-1, O0-2, D1]","[R2, O4-3, D2, D2]","[D1, O3-0, O1-0, O1-1, O4-3, D2]"
528,3,35,0.1408236,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
530,3,35,0.1438056,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
532,3,35,0.1375535,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
534,3,35,0.1365144,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
536,3,35,0.1366332,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
538,3,35,0.139385,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
540,3,35,0.1391739,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
542,3,35,0.1446442,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
544,3,35,0.1376309,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
546,3,35,0.1611927,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
548,3,35,0.1688051,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
550,3,35,0.1585569,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
552,3,35,0.1373327,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
554,3,35,0.1385514,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
556,3,35,0.1754712,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
558,3,35,0.1771315,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
560,3,35,0.1374221,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
562,3,35,0.1392971,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
564,3,35,0.1386697,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
566,3,35,0.1396581,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
568,3,35,0.1381207,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
570,3,35,0.1422108,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
572,3,35,0.1448191,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
574,3,35,0.144771,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
576,3,35,0.1476034,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
578,3,35,0.1386295,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
580,3,35,0.1412446,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
582,3,35,0.1390705,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
584,3,35,0.1412703,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
586,3,35,0.1351097,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
588,3,35,0.1402921,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
590,3,35,0.1369985,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
592,3,35,0.1404379,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
594,3,35,0.1394677,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
596,3,35,0.1410845,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
598,3,35,0.139247,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
600,3,35,0.138777,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
602,3,35,0.1413763,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
604,3,35,0.1448539,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
606,3,35,0.1412002,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
608,3,35,0.141693,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
610,3,35,0.1411007,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
612,3,35,0.1377856,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
614,3,35,0.137347,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
616,3,35,0.1410684,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
618,3,35,0.1404395,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
620,3,35,0.1448642,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
622,3,35,0.1376414,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
624,3,35,0.1403313,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
626,3,35,0.1389374,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
628,3,35,0.1397507,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
630,3,35,0.1385005,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
632,3,35,0.1456599,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
634,3,35,0.1385963,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
636,3,35,0.1368553,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
638,3,35,0.1390542,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
640,3,35,0.1409022,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
642,3,35,0.1404965,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
644,3,35,0.1461389,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
646,3,35,0.1386355,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
648,3,35,0.1359155,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
650,3,35,0.14558,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
652,3,35,0.1388351,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
654,3,35,0.1353119,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
656,3,35,0.1405122,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
658,3,35,0.1378563,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
660,3,35,0.1397415,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
662,3,35,0.1380313,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
664,3,35,0.137838,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
666,3,35,0.1365729,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
668,3,35,0.1381438,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
670,3,35,0.1400249,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
672,3,35,0.1370264,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
674,3,35,0.1365743,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
676,3,35,0.1372534,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
678,3,35,0.1427578,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
680,3,35,0.1409786,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
682,3,35,0.1418852,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
684,3,35,0.1377938,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
686,3,35,0.1404728,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
688,3,35,0.1429158,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
690,3,35,0.1381218,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
692,3,35,0.1380091,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
694,3,35,0.1419778,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
696,3,35,0.1397516,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
698,3,35,0.1362693,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
700,3,35,0.1398457,250,275.8061832,527.3803833,"[R1, D1, D1]","[R2, O4-3, D2]","[D1, O0-0, O0-1, O1-1, O4-3, D2]"
